Song,Date,Number of Plays
second,2022-09-19,429
first,2022-09-23,210
forth,2022-09-24,733
third,2022-09-27,1253
forth,2022-09-23,46
forth,2022-09-21,1737
last,2022-09-25,154
forth,2022-09-24,805
last,2022-09-20,1716
last,2022-09-25,1992
third,2022-09-19,1515
second,2022-09-22,1001
second,2022-09-18,895
first,2022-09-26,725
second,2022-09-26,1769
first,2022-09-27,133
third,2022-09-19,1751
first,2022-09-19,888
first,2022-09-23,395
last,2022-09-19,1165
forth,2022-09-24,1515
last,2022-09-26,1975
forth,2022-09-27,805
last,2022-09-25,1140
last,2022-09-26,714
third,2022-09-21,499
last,2022-09-24,258
forth,2022-09-27,1581
last,2022-09-22,1724
last,2022-09-19,870
forth,2022-09-27,1155
first,2022-09-18,1626
second,2022-09-18,1682
third,2022-09-20,1498
first,2022-09-20,279
third,2022-09-22,223
forth,2022-09-20,1665
second,2022-09-19,106
last,2022-09-22,1276
forth,2022-09-24,873
forth,2022-09-21,535
forth,2022-09-24,223
forth,2022-09-23,682
last,2022-09-26,1269
forth,2022-09-24,1711
first,2022-09-21,340
last,2022-09-21,45
forth,2022-09-26,218
first,2022-09-21,1181
forth,2022-09-21,329
third,2022-09-24,197
last,2022-09-25,1338
last,2022-09-18,1626
first,2022-09-23,1404
second,2022-09-19,1153
second,2022-09-26,766
first,2022-09-19,19
third,2022-09-18,1815
second,2022-09-20,268
last,2022-09-19,925
first,2022-09-25,806
first,2022-09-21,834
third,2022-09-18,169
last,2022-09-25,1964
second,2022-09-27,798
forth,2022-09-20,168
forth,2022-09-26,329
second,2022-09-20,1536
third,2022-09-27,1398
first,2022-09-23,686
forth,2022-09-18,1286
first,2022-09-24,370
second,2022-09-20,507
second,2022-09-18,1355
forth,2022-09-18,11
first,2022-09-20,548
second,2022-09-22,137
third,2022-09-20,761
first,2022-09-25,1585
last,2022-09-19,315
third,2022-09-25,1750
last,2022-09-20,652
first,2022-09-23,1900
forth,2022-09-26,383
forth,2022-09-27,1304
forth,2022-09-20,1006
third,2022-09-24,185
third,2022-09-24,1305
last,2022-09-22,1076
first,2022-09-20,1840
first,2022-09-23,752
third,2022-09-24,1052
forth,2022-09-21,47
first,2022-09-23,1118
forth,2022-09-23,632
forth,2022-09-27,332
first,2022-09-18,1103
first,2022-09-25,422
third,2022-09-26,1331
second,2022-09-22,464
first,2022-09-21,1997
second,2022-09-21,1312
first,2022-09-19,1893
forth,2022-09-22,824
last,2022-09-26,1196
last,2022-09-20,19
second,2022-09-25,1230
first,2022-09-21,1423
third,2022-09-20,831
third,2022-09-19,1765
first,2022-09-25,999
last,2022-09-20,227
second,2022-09-23,1943
first,2022-09-23,1066
third,2022-09-18,676
third,2022-09-20,218
last,2022-09-19,1402
third,2022-09-21,1921
forth,2022-09-25,49
third,2022-09-22,1285
first,2022-09-24,749
second,2022-09-22,1922
third,2022-09-18,617
second,2022-09-23,1790
last,2022-09-19,1835
forth,2022-09-18,830
last,2022-09-26,166
second,2022-09-21,928
first,2022-09-19,1996
second,2022-09-18,759
forth,2022-09-25,1474
first,2022-09-27,1081
forth,2022-09-26,1010
last,2022-09-22,1097
forth,2022-09-25,577
third,2022-09-26,1344
second,2022-09-27,1963
second,2022-09-21,1297
first,2022-09-22,564
second,2022-09-20,1081
third,2022-09-25,202
third,2022-09-21,1444
last,2022-09-19,283
last,2022-09-18,995
first,2022-09-25,1367
third,2022-09-25,1855
last,2022-09-22,703
forth,2022-09-26,553
second,2022-09-21,355
forth,2022-09-23,818
second,2022-09-27,90
forth,2022-09-21,172
third,2022-09-26,675
first,2022-09-22,1378
third,2022-09-23,1169
third,2022-09-23,781
forth,2022-09-22,1271
forth,2022-09-26,137
first,2022-09-19,278
first,2022-09-26,584
first,2022-09-25,95
second,2022-09-21,804
forth,2022-09-20,270
third,2022-09-23,641
first,2022-09-21,609
first,2022-09-27,158
second,2022-09-22,617
third,2022-09-24,1235
last,2022-09-19,1346
last,2022-09-26,1554
last,2022-09-24,80
forth,2022-09-18,1408
last,2022-09-19,1485
last,2022-09-25,205
second,2022-09-21,1875
second,2022-09-20,494
last,2022-09-19,84
forth,2022-09-21,765
forth,2022-09-22,1104
third,2022-09-22,1558
forth,2022-09-27,577
last,2022-09-23,609
last,2022-09-18,1814
second,2022-09-21,415
last,2022-09-23,167
forth,2022-09-23,1067
third,2022-09-24,958
first,2022-09-23,1192
last,2022-09-23,47
last,2022-09-25,1209
forth,2022-09-21,1142
third,2022-09-21,778
last,2022-09-20,1074
last,2022-09-20,1940
last,2022-09-21,1257
third,2022-09-20,1112
second,2022-09-25,1098
last,2022-09-21,435
first,2022-09-20,1160
last,2022-09-22,576
first,2022-09-24,1090
third,2022-09-21,1926
forth,2022-09-18,451
forth,2022-09-20,573
third,2022-09-20,796
last,2022-09-27,1634
first,2022-09-25,137
first,2022-09-25,1745
third,2022-09-26,1683
first,2022-09-21,663
first,2022-09-19,899
last,2022-09-27,338
first,2022-09-23,1925
second,2022-09-27,933
last,2022-09-20,1142
forth,2022-09-18,249
last,2022-09-19,1160
third,2022-09-20,1472
first,2022-09-20,1773
third,2022-09-18,1560
last,2022-09-27,1913
last,2022-09-22,1731
first,2022-09-23,580
first,2022-09-25,1762
forth,2022-09-22,417
forth,2022-09-22,942
first,2022-09-18,752
forth,2022-09-18,1937
third,2022-09-19,1966
third,2022-09-22,1236
third,2022-09-25,552
second,2022-09-25,1498
forth,2022-09-22,1839
second,2022-09-20,1215
forth,2022-09-23,1183
last,2022-09-23,424
third,2022-09-25,1062
first,2022-09-21,560
first,2022-09-24,1160
first,2022-09-20,560
first,2022-09-22,872
first,2022-09-18,944
last,2022-09-22,1006
last,2022-09-21,549
first,2022-09-27,1206
last,2022-09-19,661
third,2022-09-18,1299
second,2022-09-26,571
last,2022-09-18,1157
second,2022-09-26,1333
last,2022-09-26,1888
last,2022-09-24,509
third,2022-09-20,1526
first,2022-09-20,435
third,2022-09-21,661
forth,2022-09-22,927
forth,2022-09-20,20
first,2022-09-24,182
second,2022-09-26,828
last,2022-09-23,901
first,2022-09-22,928
third,2022-09-25,234
first,2022-09-27,1444
last,2022-09-18,1966
forth,2022-09-26,1999
second,2022-09-23,1238
third,2022-09-25,931
third,2022-09-19,874
first,2022-09-26,263
forth,2022-09-27,1818
second,2022-09-21,1975
last,2022-09-25,1637
last,2022-09-22,1574
third,2022-09-24,1889
first,2022-09-19,363
third,2022-09-26,1257
last,2022-09-23,1418
second,2022-09-20,1635
first,2022-09-21,1841
last,2022-09-26,1919
forth,2022-09-22,536
forth,2022-09-21,1492
first,2022-09-18,1863
first,2022-09-26,1128
first,2022-09-24,618
forth,2022-09-19,1605
first,2022-09-22,1812
third,2022-09-25,1721
last,2022-09-21,1068
forth,2022-09-23,477
forth,2022-09-22,221
third,2022-09-26,752
second,2022-09-20,1390
second,2022-09-23,1117
third,2022-09-20,1222
first,2022-09-19,996
last,2022-09-24,857
third,2022-09-22,19
forth,2022-09-18,454
third,2022-09-27,1936
second,2022-09-21,1479
forth,2022-09-23,1444
last,2022-09-26,1558
last,2022-09-20,676
second,2022-09-19,1379
second,2022-09-22,200
last,2022-09-24,1013
last,2022-09-26,590
second,2022-09-21,638
second,2022-09-19,1422
forth,2022-09-24,22
last,2022-09-25,1072
forth,2022-09-22,1879
last,2022-09-27,342
first,2022-09-18,983
second,2022-09-22,448
second,2022-09-24,946
last,2022-09-18,1567
second,2022-09-18,767
second,2022-09-20,1742
second,2022-09-26,744
first,2022-09-22,255
first,2022-09-27,1364
first,2022-09-18,1446
third,2022-09-18,71
second,2022-09-27,1121
third,2022-09-22,236
last,2022-09-23,1656
third,2022-09-26,1881
last,2022-09-18,366
forth,2022-09-20,255
first,2022-09-19,449
forth,2022-09-22,1041
second,2022-09-21,892
last,2022-09-26,64
forth,2022-09-24,1501
third,2022-09-23,367
first,2022-09-27,674
forth,2022-09-23,150
last,2022-09-20,676
forth,2022-09-18,1647
forth,2022-09-21,284
second,2022-09-18,1661
first,2022-09-20,1362
second,2022-09-26,104
last,2022-09-23,1013
first,2022-09-18,639
third,2022-09-23,445
second,2022-09-19,1529
third,2022-09-24,222
last,2022-09-23,821
second,2022-09-19,1274
second,2022-09-23,808
forth,2022-09-20,1437
forth,2022-09-25,930
third,2022-09-20,325
second,2022-09-18,532
last,2022-09-22,1944
first,2022-09-18,1572
last,2022-09-25,26
second,2022-09-19,1755
first,2022-09-18,638
third,2022-09-18,1215
first,2022-09-23,1531
first,2022-09-19,1837
last,2022-09-25,644
third,2022-09-18,822
third,2022-09-22,94
second,2022-09-26,14
third,2022-09-18,864
third,2022-09-23,793
forth,2022-09-23,1670
last,2022-09-24,101
first,2022-09-19,1259
last,2022-09-26,1938
forth,2022-09-26,1865
last,2022-09-19,459
first,2022-09-25,210
third,2022-09-22,1176
last,2022-09-23,1812
third,2022-09-23,291
first,2022-09-25,1879
last,2022-09-23,1360
first,2022-09-22,1874
third,2022-09-24,1455
second,2022-09-19,81
second,2022-09-19,155
first,2022-09-26,1122
first,2022-09-18,82
forth,2022-09-27,1000
last,2022-09-22,55
forth,2022-09-26,1622
forth,2022-09-26,588
second,2022-09-21,1620
third,2022-09-21,319
last,2022-09-22,1596
last,2022-09-21,220
third,2022-09-18,189
second,2022-09-19,900
first,2022-09-24,768
third,2022-09-26,1294
last,2022-09-25,1411
third,2022-09-25,706
first,2022-09-20,1999
last,2022-09-24,132
forth,2022-09-22,1013
third,2022-09-25,38
first,2022-09-21,511
forth,2022-09-21,1550
last,2022-09-27,600
second,2022-09-21,300
forth,2022-09-22,1229
last,2022-09-19,343
last,2022-09-20,359
second,2022-09-22,1488
first,2022-09-27,244
last,2022-09-20,599
last,2022-09-23,1597
forth,2022-09-25,692
second,2022-09-27,276
first,2022-09-23,310
first,2022-09-19,324
first,2022-09-26,1112
forth,2022-09-27,400
forth,2022-09-18,373
second,2022-09-20,1304
third,2022-09-20,350
second,2022-09-22,345
second,2022-09-25,1930
last,2022-09-27,1754
last,2022-09-25,607
last,2022-09-23,1736
second,2022-09-26,1172
forth,2022-09-26,1704
first,2022-09-20,1601
forth,2022-09-24,229
second,2022-09-18,1236
third,2022-09-26,1151
second,2022-09-26,981
last,2022-09-21,533
first,2022-09-22,1911
second,2022-09-21,507
first,2022-09-22,1219
second,2022-09-21,1927
second,2022-09-27,1107
third,2022-09-20,187
third,2022-09-25,1002
second,2022-09-23,1833
first,2022-09-26,244
third,2022-09-25,1256
forth,2022-09-18,1916
third,2022-09-24,1692
first,2022-09-21,1843
third,2022-09-23,257
second,2022-09-24,1936
second,2022-09-21,721
last,2022-09-21,1590
third,2022-09-23,94
third,2022-09-26,1724
last,2022-09-27,1383
last,2022-09-22,1867
second,2022-09-21,837
last,2022-09-21,1377
last,2022-09-21,1564
first,2022-09-21,961
forth,2022-09-23,50
last,2022-09-21,406
second,2022-09-24,809
last,2022-09-18,892
last,2022-09-20,421
first,2022-09-27,1388
third,2022-09-25,2000
forth,2022-09-22,895
forth,2022-09-18,1165
first,2022-09-23,1437
second,2022-09-23,783
first,2022-09-20,846
last,2022-09-24,1844
first,2022-09-19,1564
first,2022-09-21,654
second,2022-09-23,570
forth,2022-09-22,403
last,2022-09-18,1761
third,2022-09-24,1743
last,2022-09-25,1467
last,2022-09-22,366
first,2022-09-23,186
third,2022-09-18,1253
last,2022-09-26,1277
last,2022-09-22,1807
third,2022-09-21,721
last,2022-09-23,151
first,2022-09-24,817
forth,2022-09-22,596
forth,2022-09-25,1681
first,2022-09-25,1995
last,2022-09-19,56
second,2022-09-24,785
third,2022-09-24,442
third,2022-09-21,840
first,2022-09-23,1349
last,2022-09-21,342
first,2022-09-20,1304
third,2022-09-22,38
third,2022-09-21,1014
first,2022-09-19,400
third,2022-09-22,1023
second,2022-09-20,1406
first,2022-09-26,1554
second,2022-09-19,181
forth,2022-09-18,1191
third,2022-09-24,1267
first,2022-09-22,1849
first,2022-09-18,630
third,2022-09-18,181
last,2022-09-22,752
forth,2022-09-18,724
forth,2022-09-20,1947
last,2022-09-23,1265
last,2022-09-19,1715
third,2022-09-26,730
second,2022-09-22,512
forth,2022-09-26,1764
third,2022-09-27,308
second,2022-09-27,1655
second,2022-09-25,1983
second,2022-09-27,1074
forth,2022-09-20,981
first,2022-09-25,247
third,2022-09-22,1885
forth,2022-09-25,879
first,2022-09-22,607
forth,2022-09-20,710
third,2022-09-25,901
first,2022-09-26,1102
forth,2022-09-18,1780
last,2022-09-24,62
first,2022-09-25,284
second,2022-09-24,313
last,2022-09-25,1085
second,2022-09-22,979
third,2022-09-27,34
forth,2022-09-20,797
first,2022-09-22,1439
third,2022-09-24,1226
second,2022-09-20,1701
last,2022-09-25,879
last,2022-09-19,1184
forth,2022-09-27,1275
forth,2022-09-25,1617
last,2022-09-22,439
forth,2022-09-23,647
last,2022-09-26,248
first,2022-09-23,1386
forth,2022-09-27,1564
second,2022-09-22,1868
first,2022-09-20,1237
second,2022-09-19,1256
second,2022-09-19,986
forth,2022-09-23,535
third,2022-09-24,1254
forth,2022-09-19,1378
second,2022-09-22,760
second,2022-09-18,1638
second,2022-09-18,767
first,2022-09-23,712
third,2022-09-22,1600
last,2022-09-20,1516
first,2022-09-26,1444
third,2022-09-21,882
forth,2022-09-21,900
second,2022-09-24,1280
first,2022-09-24,1565
last,2022-09-18,472
second,2022-09-25,1386
second,2022-09-25,301
third,2022-09-24,546
third,2022-09-20,1445
last,2022-09-20,1593
second,2022-09-25,327
second,2022-09-23,49
forth,2022-09-24,1381
forth,2022-09-20,360
second,2022-09-24,23
forth,2022-09-24,1343
last,2022-09-19,1919
second,2022-09-21,1868
forth,2022-09-19,621
third,2022-09-20,132
forth,2022-09-21,1649
first,2022-09-24,1038
last,2022-09-25,1712
second,2022-09-25,1085
last,2022-09-22,544
last,2022-09-18,996
forth,2022-09-25,777
first,2022-09-27,151
second,2022-09-25,208
forth,2022-09-22,536
third,2022-09-25,1881
second,2022-09-26,770
forth,2022-09-22,453
third,2022-09-18,581
first,2022-09-25,1973
second,2022-09-23,1777
second,2022-09-27,600
third,2022-09-26,1591
first,2022-09-24,1337
forth,2022-09-22,1054
forth,2022-09-26,1374
second,2022-09-20,1669
forth,2022-09-19,934
first,2022-09-24,1769
first,2022-09-25,1670
second,2022-09-23,734
last,2022-09-18,593
first,2022-09-19,1387
second,2022-09-18,503
last,2022-09-19,1333
forth,2022-09-23,453
third,2022-09-25,1276
second,2022-09-18,998
first,2022-09-20,151
forth,2022-09-20,551
last,2022-09-26,1277
second,2022-09-18,404
forth,2022-09-18,1167
third,2022-09-26,1994
forth,2022-09-27,964
last,2022-09-22,1828
forth,2022-09-26,586
last,2022-09-25,1894
third,2022-09-19,1292
first,2022-09-19,53
second,2022-09-22,1044
first,2022-09-19,828
first,2022-09-19,566
forth,2022-09-23,182
third,2022-09-19,1367
second,2022-09-18,277
forth,2022-09-23,250
forth,2022-09-25,1566
second,2022-09-26,445
first,2022-09-19,840
first,2022-09-27,1422
second,2022-09-24,907
third,2022-09-18,1280
third,2022-09-21,1187
last,2022-09-20,1890
first,2022-09-18,1356
forth,2022-09-22,1700
first,2022-09-23,1876
third,2022-09-23,1768
second,2022-09-20,1244
third,2022-09-25,1820
forth,2022-09-25,1709
last,2022-09-22,1465
third,2022-09-20,268
first,2022-09-21,1056
third,2022-09-18,818
last,2022-09-23,439
first,2022-09-21,1187
last,2022-09-23,757
third,2022-09-18,509
third,2022-09-21,1539
second,2022-09-20,1679
last,2022-09-23,552
last,2022-09-19,1280
forth,2022-09-19,457
forth,2022-09-18,1005
last,2022-09-24,106
second,2022-09-25,1613
forth,2022-09-22,1466
first,2022-09-26,701
last,2022-09-24,1683
first,2022-09-18,111
forth,2022-09-21,1097
second,2022-09-20,1951
first,2022-09-27,1951
second,2022-09-25,608
last,2022-09-20,382
second,2022-09-23,38
second,2022-09-26,52
second,2022-09-19,1503
forth,2022-09-26,674
first,2022-09-20,1354
last,2022-09-22,1556
first,2022-09-19,772
third,2022-09-19,194
forth,2022-09-23,101
last,2022-09-23,1048
second,2022-09-20,994
last,2022-09-27,1494
third,2022-09-26,1077
second,2022-09-21,1498
last,2022-09-24,436
third,2022-09-19,1459
second,2022-09-18,1552
forth,2022-09-21,1422
third,2022-09-27,407
forth,2022-09-22,1407
second,2022-09-20,335
second,2022-09-22,184
third,2022-09-18,528
second,2022-09-27,1451
second,2022-09-26,1184
forth,2022-09-26,171
first,2022-09-18,1517
last,2022-09-22,1302
second,2022-09-20,91
first,2022-09-25,311
forth,2022-09-18,1839
third,2022-09-25,1250
third,2022-09-18,457
first,2022-09-22,700
second,2022-09-18,661
first,2022-09-24,1443
first,2022-09-18,1086
second,2022-09-22,403
first,2022-09-27,1848
second,2022-09-22,1521
forth,2022-09-25,549
forth,2022-09-21,1003
first,2022-09-25,1825
last,2022-09-21,939
forth,2022-09-18,1925
last,2022-09-21,856
second,2022-09-25,1412
first,2022-09-18,1777
second,2022-09-18,726
third,2022-09-22,755
last,2022-09-22,1437
first,2022-09-26,1869
last,2022-09-21,451
forth,2022-09-22,1474
last,2022-09-22,1256
last,2022-09-26,1081
forth,2022-09-25,1919
third,2022-09-18,1524
second,2022-09-24,792
first,2022-09-19,1696
last,2022-09-26,1632
first,2022-09-19,1960
forth,2022-09-18,419
second,2022-09-19,1834
last,2022-09-27,787
forth,2022-09-18,770
second,2022-09-21,30
forth,2022-09-26,1985
first,2022-09-19,342
second,2022-09-27,706
third,2022-09-26,1226
last,2022-09-19,1506
third,2022-09-20,1786
forth,2022-09-24,1577
last,2022-09-25,1514
forth,2022-09-22,1817
first,2022-09-27,957
second,2022-09-19,719
first,2022-09-23,1746
third,2022-09-24,1702
last,2022-09-27,931
forth,2022-09-21,1238
first,2022-09-18,1904
first,2022-09-23,347
forth,2022-09-20,1552
first,2022-09-25,710
last,2022-09-26,640
third,2022-09-24,1436
last,2022-09-25,1819
third,2022-09-23,889
last,2022-09-25,1593
first,2022-09-19,1305
forth,2022-09-18,1344
first,2022-09-19,1739
second,2022-09-26,338
forth,2022-09-19,4
third,2022-09-23,1715
forth,2022-09-19,31
forth,2022-09-27,1712
second,2022-09-27,1304
second,2022-09-23,1924
last,2022-09-25,1651
forth,2022-09-22,365
forth,2022-09-19,297
second,2022-09-18,1204
forth,2022-09-19,768
third,2022-09-23,1842
second,2022-09-27,1438
last,2022-09-25,586
second,2022-09-18,1072
forth,2022-09-20,1712
second,2022-09-23,1587
third,2022-09-23,935
first,2022-09-18,995
last,2022-09-19,1392
second,2022-09-21,1311
second,2022-09-25,799
forth,2022-09-27,708
first,2022-09-22,630
last,2022-09-25,1214
last,2022-09-27,342
last,2022-09-27,0
third,2022-09-21,1248
last,2022-09-25,1450
second,2022-09-25,1407
first,2022-09-24,1770
last,2022-09-18,528
forth,2022-09-21,1943
second,2022-09-25,1448
third,2022-09-19,1850
